"SA22023_V1_00","SA22023_V1_00_NAME","SA22023_V1_00_NAME_ASCII","leave_SA2","ur_address_18","edu_address_18","ur_address_23","edu_address_23"
"190602","Katikati South","Katikati South","0",159,159,192,192
"190602","Katikati South","Katikati South","1",162,600,198,525
"190602","Katikati South","Katikati South","total",318,759,390,717
"190800","Matakana Island","Matakana Island","0",12,12,30,30
"190800","Matakana Island","Matakana Island","1",9,-999,36,-999
"190800","Matakana Island","Matakana Island","total",24,12,63,30
"190901","Pahoia West","Pahoia West","0",75,75,84,84
"190901","Pahoia West","Pahoia West","1",168,84,174,78
"190901","Pahoia West","Pahoia West","total",243,159,258,159
"190902","Pahoia East","Pahoia East","0",84,84,114,114
"190902","Pahoia East","Pahoia East","1",285,24,255,21
"190902","Pahoia East","Pahoia East","total",369,108,372,135
"191001","Ōmokoroa North","Omokoroa North","0",273,273,333,333
"191001","Ōmokoroa North","Omokoroa North","1",216,123,390,60
"191001","Ōmokoroa North","Omokoroa North","total",489,396,723,393
"191101","Ōmokoroa South","Omokoroa South","0",-999,-999,48,48
"191101","Ōmokoroa South","Omokoroa South","1",15,-999,165,33
"191101","Ōmokoroa South","Omokoroa South","total",15,-999,216,81
"191201","Te Puna","Te Puna","0",168,168,216,216
"191201","Te Puna","Te Puna","1",333,180,330,321
"191201","Te Puna","Te Puna","total",501,351,549,540
"191300","Minden","Minden","0",51,51,45,45
"191300","Minden","Minden","1",372,6,417,12
"191300","Minden","Minden","total",426,60,459,57
"191400","Kaimai","Kaimai","0",111,111,90,90
"191400","Kaimai","Kaimai","1",279,-999,291,12
"191400","Kaimai","Kaimai","total",390,111,384,102
"191501","Kopurererua","Kopurererua","0",6,6,15,15
"191501","Kopurererua","Kopurererua","1",114,-999,114,-999
"191501","Kopurererua","Kopurererua","total",117,6,129,15
"191502","Keenan Road","Keenan Road","0",-999,-999,6,6
"191502","Keenan Road","Keenan Road","1",39,126,30,336
"191502","Keenan Road","Keenan Road","total",45,129,39,342
"191601","Waitao","Waitao","0",45,45,48,48
"191601","Waitao","Waitao","1",273,78,285,18
"191601","Waitao","Waitao","total",318,123,327,63
"191700","Waiorohi","Waiorohi","0",198,198,222,222
"191700","Waiorohi","Waiorohi","1",267,258,330,255
"191700","Waiorohi","Waiorohi","total",468,456,555,477
"191801","Otawa","Otawa","0",24,24,39,39
"191801","Otawa","Otawa","1",267,-999,285,-999
"191801","Otawa","Otawa","total",294,24,324,39
"191901","Te Puke West","Te Puke West","0",174,174,180,180
"191901","Te Puke West","Te Puke West","1",342,312,414,390
"191901","Te Puke West","Te Puke West","total",516,489,597,570
"192000","Rangiuru","Rangiuru","0",111,111,126,126
"192000","Rangiuru","Rangiuru","1",339,78,336,117
"192000","Rangiuru","Rangiuru","total",447,186,462,243
"192101","Te Puke East","Te Puke East","0",144,144,138,138
"192101","Te Puke East","Te Puke East","1",270,624,231,681
"192101","Te Puke East","Te Puke East","total",414,768,369,819
"192102","Te Puke South","Te Puke South","0",114,114,144,144
"192102","Te Puke South","Te Puke South","1",288,237,291,222
"192102","Te Puke South","Te Puke South","total",399,351,435,366
"192300","Maketū","Maketu","0",27,27,42,42
"192300","Maketū","Maketu","1",111,9,126,-999
"192300","Maketū","Maketu","total",138,36,165,45
"192400","Pukehina Beach","Pukehina Beach","0",9,9,18,18
"192400","Pukehina Beach","Pukehina Beach","1",99,-999,93,-999
"192400","Pukehina Beach","Pukehina Beach","total",108,9,108,18
"192500","Pongakawa","Pongakawa","0",309,309,315,315
"192500","Pongakawa","Pongakawa","1",276,189,297,183
"192500","Pongakawa","Pongakawa","total",585,498,612,498
"192600","Matua North","Matua North","0",243,243,282,282
"192600","Matua North","Matua North","1",345,210,414,252
"192600","Matua North","Matua North","total",588,453,693,534
"192800","Mount Maunganui North","Mount Maunganui North","0",60,60,75,75
"192800","Mount Maunganui North","Mount Maunganui North","1",279,9,282,48
"192800","Mount Maunganui North","Mount Maunganui North","total",336,66,357,123
"192900","Matua South","Matua South","0",33,33,51,51
"192900","Matua South","Matua South","1",369,-999,426,-999
"192900","Matua South","Matua South","total",408,33,474,51
"193000","Bethlehem North","Bethlehem North","0",165,165,180,180
"193000","Bethlehem North","Bethlehem North","1",345,507,327,561
"193000","Bethlehem North","Bethlehem North","total",510,675,507,744
"193100","Bellevue","Bellevue","0",486,486,528,528
"193100","Bellevue","Bellevue","1",330,2103,348,2232
"193100","Bellevue","Bellevue","total",816,2589,873,2760
"193201","Otūmoetai North","Otumoetai North","0",36,36,57,57
"193201","Otūmoetai North","Otumoetai North","1",276,33,321,42
"193201","Otūmoetai North","Otumoetai North","total",312,72,378,102
"193202","Otūmoetai East","Otumoetai East","0",291,291,345,345
"193202","Otūmoetai East","Otumoetai East","1",411,231,402,228
"193202","Otūmoetai East","Otumoetai East","total",702,522,747,573
"193301","Otūmoetai South","Otumoetai South","0",117,117,156,156
"193301","Otūmoetai South","Otumoetai South","1",360,342,402,387
"193301","Otūmoetai South","Otumoetai South","total",477,459,558,546
"193400","Brookfield West","Brookfield West","0",105,105,141,141
"193400","Brookfield West","Brookfield West","1",474,111,531,156
"193400","Brookfield West","Brookfield West","total",579,216,672,297
"193500","Bethlehem Central","Bethlehem Central","0",330,330,375,375
"193500","Bethlehem Central","Bethlehem Central","1",555,1455,504,1617
"193500","Bethlehem Central","Bethlehem Central","total",882,1785,882,1995
"193600","Brookfield East","Brookfield East","0",69,69,108,108
"193600","Brookfield East","Brookfield East","1",465,795,507,84
"193600","Brookfield East","Brookfield East","total",531,864,615,189
"193700","Mount Maunganui South","Mount Maunganui South","0",165,165,213,213
"193700","Mount Maunganui South","Mount Maunganui South","1",306,174,339,207
"193700","Mount Maunganui South","Mount Maunganui South","total",468,339,552,417
"193800","Tauranga Central","Tauranga Central","0",90,90,141,141
"193800","Tauranga Central","Tauranga Central","1",141,1332,180,1428
"193800","Tauranga Central","Tauranga Central","total",231,1422,321,1572
"193900","Mount Maunganui Central","Mount Maunganui Central","0",12,12,6,6
"193900","Mount Maunganui Central","Mount Maunganui Central","1",18,126,15,165
"193900","Mount Maunganui Central","Mount Maunganui Central","total",27,138,21,174
"194000","Judea","Judea","0",39,39,51,51
"194000","Judea","Judea","1",396,39,414,45
"194000","Judea","Judea","total",435,78,468,96
"194100","Te Reti","Te Reti","0",33,33,36,36
"194100","Te Reti","Te Reti","1",327,21,327,-999
"194100","Te Reti","Te Reti","total",360,54,363,36
"194200","Bethlehem South","Bethlehem South","0",15,15,36,36
"194200","Bethlehem South","Bethlehem South","1",234,9,243,-999
"194200","Bethlehem South","Bethlehem South","total",246,27,279,36
"194300","Omanu Beach","Omanu Beach","0",306,306,402,402
"194300","Omanu Beach","Omanu Beach","1",213,1317,267,1560
"194300","Omanu Beach","Omanu Beach","total",519,1620,666,1962
"194400","Tauranga Hospital","Tauranga Hospital","0",27,27,48,48
"194400","Tauranga Hospital","Tauranga Hospital","1",258,351,270,456
"194400","Tauranga Hospital","Tauranga Hospital","total",285,378,315,504
"194500","Tauriko","Tauriko","0",12,12,15,15
"194500","Tauriko","Tauriko","1",48,252,30,282
"194500","Tauriko","Tauriko","total",60,264,48,300
"194601","Gate Pa","Gate Pa","0",63,63,111,111
"194601","Gate Pa","Gate Pa","1",498,39,534,57
"194601","Gate Pa","Gate Pa","total",561,105,648,168
"194700","Greerton South","Greerton South","0",15,15,27,27
"194700","Greerton South","Greerton South","1",87,888,75,279
"194700","Greerton South","Greerton South","total",102,906,102,309
"194801","Tauranga South","Tauranga South","0",204,204,258,258
"194801","Tauranga South","Tauranga South","1",426,1863,417,2145
"194801","Tauranga South","Tauranga South","total",627,2064,675,2406
"194802","Fraser Cove","Fraser Cove","0",60,60,87,87
"194802","Fraser Cove","Fraser Cove","1",108,1980,126,2217
"194802","Fraser Cove","Fraser Cove","total",168,2040,213,2307
"194900","Arataki North","Arataki North","0",78,78,108,108
"194900","Arataki North","Arataki North","1",387,429,435,483
"194900","Arataki North","Arataki North","total",465,507,543,591
"195000","Matapihi","Matapihi","0",36,36,39,39
"195000","Matapihi","Matapihi","1",84,54,99,123
"195000","Matapihi","Matapihi","total",120,87,135,159
"195101","Pyes Pa North West","Pyes Pa North West","0",27,27,63,63
"195101","Pyes Pa North West","Pyes Pa North West","1",372,-999,495,36
"195101","Pyes Pa North West","Pyes Pa North West","total",399,27,561,99
"195102","Pyes Pa West","Pyes Pa West","0",36,36,462,462
"195102","Pyes Pa West","Pyes Pa West","1",273,27,648,234
"195102","Pyes Pa West","Pyes Pa West","total",309,66,1110,696
"195200","Greerton North","Greerton North","0",165,165,195,195
"195200","Greerton North","Greerton North","1",378,534,402,468
"195200","Greerton North","Greerton North","total",543,699,597,660
"195300","Yatton Park","Yatton Park","0",66,66,81,81
"195300","Yatton Park","Yatton Park","1",312,21,384,45
"195300","Yatton Park","Yatton Park","total",378,87,465,126
"195401","Pyes Pa North","Pyes Pa North","0",39,39,69,69
"195401","Pyes Pa North","Pyes Pa North","1",537,21,627,24
"195401","Pyes Pa North","Pyes Pa North","total",576,63,699,96
"195500","Arataki South","Arataki South","0",66,66,102,102
"195500","Arataki South","Arataki South","1",402,87,420,75
"195500","Arataki South","Arataki South","total",468,153,522,177
"195601","Pyes Pa South","Pyes Pa South","0",150,150,147,147
"195601","Pyes Pa South","Pyes Pa South","1",417,576,465,630
"195601","Pyes Pa South","Pyes Pa South","total",564,729,615,777
"195700","Poike","Poike","0",15,15,69,69
"195700","Poike","Poike","1",162,123,138,1413
"195700","Poike","Poike","total",177,138,204,1479
"195800","Te Maunga North","Te Maunga North","0",141,141,147,147
"195800","Te Maunga North","Te Maunga North","1",234,339,267,339
"195800","Te Maunga North","Te Maunga North","total",378,477,414,486
"195900","Maungatapu","Maungatapu","0",174,174,183,183
"195900","Maungatapu","Maungatapu","1",330,288,291,288
"195900","Maungatapu","Maungatapu","total",504,462,480,474
"196000","Hairini","Hairini","0",60,60,72,72
"196000","Hairini","Hairini","1",474,21,426,18
"196000","Hairini","Hairini","total",537,84,498,90
"196100","Pyes Pa East","Pyes Pa East","0",12,12,15,15
"196100","Pyes Pa East","Pyes Pa East","1",102,-999,120,-999
"196100","Pyes Pa East","Pyes Pa East","total",111,12,132,15
"196201","Te Maunga South","Te Maunga South","0",30,30,30,30
"196201","Te Maunga South","Te Maunga South","1",243,-999,300,-999
"196201","Te Maunga South","Te Maunga South","total",273,30,327,30
"196202","Pacific Lakes","Pacific Lakes","0",33,33,75,75
"196202","Pacific Lakes","Pacific Lakes","1",279,21,405,72
"196202","Pacific Lakes","Pacific Lakes","total",312,54,477,147
"196301","Kaitemako","Kaitemako","0",27,27,51,51
"196301","Kaitemako","Kaitemako","1",264,18,258,30
"196301","Kaitemako","Kaitemako","total",288,45,306,81
"196400","Ohauiti","Ohauiti","0",39,39,87,87
"196400","Ohauiti","Ohauiti","1",516,-999,630,-999
"196400","Ohauiti","Ohauiti","total",558,42,717,90
"196500","Baypark-Kairua","Baypark-Kairua","0",15,15,18,18
"196500","Baypark-Kairua","Baypark-Kairua","1",81,195,78,129
"196500","Baypark-Kairua","Baypark-Kairua","total",96,210,96,147
"196600","Welcome Bay West","Welcome Bay West","0",180,180,219,219
"196600","Welcome Bay West","Welcome Bay West","1",363,258,363,261
"196600","Welcome Bay West","Welcome Bay West","total",543,438,582,480
"196700","Welcome Bay East","Welcome Bay East","0",123,123,138,138
"196700","Welcome Bay East","Welcome Bay East","1",348,141,315,168
"196700","Welcome Bay East","Welcome Bay East","total",468,261,453,306
"196800","Pacific View","Pacific View","0",39,39,60,60
"196800","Pacific View","Pacific View","1",588,-999,594,-999
"196800","Pacific View","Pacific View","total",627,39,657,60
"196900","Welcome Bay South","Welcome Bay South","0",102,102,126,126
"196900","Welcome Bay South","Welcome Bay South","1",633,138,762,114
"196900","Welcome Bay South","Welcome Bay South","total",735,234,888,243
"197000","Palm Beach North","Palm Beach North","0",231,231,282,282
"197000","Palm Beach North","Palm Beach North","1",390,357,378,483
"197000","Palm Beach North","Palm Beach North","total",624,588,660,765
"197100","Palm Beach South-Gravatt","Palm Beach South-Gravatt","0",42,42,75,75
"197100","Palm Beach South-Gravatt","Palm Beach South-Gravatt","1",564,6,474,30
"197100","Palm Beach South-Gravatt","Palm Beach South-Gravatt","total",609,48,552,102
"197200","Papamoa Beach North","Papamoa Beach North","0",51,51,75,75
"197200","Papamoa Beach North","Papamoa Beach North","1",519,15,402,30
"197200","Papamoa Beach North","Papamoa Beach North","total",567,63,480,108
"197300","Doncaster","Doncaster","0",381,381,435,435
"197300","Doncaster","Doncaster","1",243,1293,288,1602
"197300","Doncaster","Doncaster","total",624,1674,720,2037
"197400","Papamoa Beach South","Papamoa Beach South","0",207,207,165,165
"197400","Papamoa Beach South","Papamoa Beach South","1",345,420,309,420
"197400","Papamoa Beach South","Papamoa Beach South","total",552,627,471,585
"197500","Motiti","Motiti","0",318,318,300,300
"197500","Motiti","Motiti","1",429,243,507,303
"197500","Motiti","Motiti","total",744,558,807,603
"197601","Wairakei West","Wairakei West","0",15,15,225,225
"197601","Wairakei West","Wairakei West","1",99,21,414,153
"197601","Wairakei West","Wairakei West","total",114,33,639,375
"197602","Wairakei Central","Wairakei Central","0",12,12,51,51
"197602","Wairakei Central","Wairakei Central","1",177,-999,378,-999
"197602","Wairakei Central","Wairakei Central","total",189,12,426,51
"197603","Wairakei East-Te Tumu","Wairakei East-Te Tumu","0",24,24,168,168
"197603","Wairakei East-Te Tumu","Wairakei East-Te Tumu","1",324,-999,786,102
"197603","Wairakei East-Te Tumu","Wairakei East-Te Tumu","total",348,24,954,273
"197700","Tui Ridge","Tui Ridge","0",111,111,99,99
"197700","Tui Ridge","Tui Ridge","1",201,93,246,96
"197700","Tui Ridge","Tui Ridge","total",312,207,348,195
"197800","Arahiwi","Arahiwi","0",-999,-999,-999,-999
"197800","Arahiwi","Arahiwi","1",24,-999,12,-999
"197800","Arahiwi","Arahiwi","total",27,-999,18,-999
"197900","Ngongotahā Valley","Ngongotaha Valley","0",108,108,102,102
"197900","Ngongotahā Valley","Ngongotaha Valley","1",195,15,195,9
"197900","Ngongotahā Valley","Ngongotaha Valley","total",303,120,297,111
"198000","Hamurana","Hamurana","0",9,9,27,27
"198000","Hamurana","Hamurana","1",168,-999,195,-999
"198000","Hamurana","Hamurana","total",177,12,222,27
"198100","Ngongotahā East","Ngongotaha East","0",42,42,36,36
"198100","Ngongotahā East","Ngongotaha East","1",282,24,261,36
"198100","Ngongotahā East","Ngongotaha East","total",324,66,297,72
"198200","Ngongotahā West","Ngongotaha West","0",114,114,90,90
"198200","Ngongotahā West","Ngongotaha West","1",147,165,201,240
"198200","Ngongotahā West","Ngongotaha West","total",261,279,291,330
"198400","Ngongotahā South","Ngongotaha South","0",18,18,33,33
"198400","Ngongotahā South","Ngongotaha South","1",198,-999,207,-999
"198400","Ngongotahā South","Ngongotaha South","total",219,18,237,33
"198500","Selwyn Heights","Selwyn Heights","0",51,51,63,63
"198500","Selwyn Heights","Selwyn Heights","1",138,198,156,180
"198500","Selwyn Heights","Selwyn Heights","total",189,246,222,246
"198600","Pleasant Heights","Pleasant Heights","0",66,66,84,84
"198600","Pleasant Heights","Pleasant Heights","1",258,246,339,306
"198600","Pleasant Heights","Pleasant Heights","total",327,312,423,390
"198700","Rotoiti-Rotoehu","Rotoiti-Rotoehu","0",48,48,87,87
"198700","Rotoiti-Rotoehu","Rotoiti-Rotoehu","1",189,60,213,84
"198700","Rotoiti-Rotoehu","Rotoiti-Rotoehu","total",237,108,300,174
"198800","Kawaha","Kawaha","0",93,93,75,75
"198800","Kawaha","Kawaha","1",243,159,276,96
"198800","Kawaha","Kawaha","total",336,252,354,174
"198900","Fairy Springs","Fairy Springs","0",48,48,36,36
"198900","Fairy Springs","Fairy Springs","1",303,27,261,39
"198900","Fairy Springs","Fairy Springs","total",354,78,300,75
"199000","Western Heights (Rotorua District)","Western Heights (Rotorua District)","0",114,114,123,123
"199000","Western Heights (Rotorua District)","Western Heights (Rotorua District)","1",258,1038,321,939
"199000","Western Heights (Rotorua District)","Western Heights (Rotorua District)","total",369,1155,444,1065
"199100","Pukehangi North","Pukehangi North","0",63,63,72,72
"199100","Pukehangi North","Pukehangi North","1",429,30,372,27
"199100","Pukehangi North","Pukehangi North","total",489,96,444,96
"199200","Pukehangi South","Pukehangi South","0",48,48,51,51
"199200","Pukehangi South","Pukehangi South","1",411,-999,411,-999
"199200","Pukehangi South","Pukehangi South","total",459,48,462,51
"199300","Mangakakahi Central","Mangakakahi Central","0",-999,-999,-999,-999
"199300","Mangakakahi Central","Mangakakahi Central","1",6,60,6,213
"199300","Mangakakahi Central","Mangakakahi Central","total",6,60,6,216
"199400","Koutu","Koutu","0",39,39,69,69
"199400","Koutu","Koutu","1",312,111,330,210
"199400","Koutu","Koutu","total",351,150,399,282
"199500","Mangakakahi West","Mangakakahi West","0",45,45,66,66
"199500","Mangakakahi West","Mangakakahi West","1",321,129,327,138
"199500","Mangakakahi West","Mangakakahi West","total",369,177,393,204
"199600","Sunnybrook","Sunnybrook","0",21,21,39,39
"199600","Sunnybrook","Sunnybrook","1",390,-999,342,-999
"199600","Sunnybrook","Sunnybrook","total",411,21,381,42
"199700","Fordlands","Fordlands","0",57,57,75,75
"199700","Fordlands","Fordlands","1",279,54,315,105
"199700","Fordlands","Fordlands","total",336,111,390,183
"199800","Kuirau","Kuirau","0",54,54,81,81
"199800","Kuirau","Kuirau","1",90,633,99,888
"199800","Kuirau","Kuirau","total",141,684,180,969
"199900","Utuhina","Utuhina","0",66,66,60,60
"199900","Utuhina","Utuhina","1",219,990,207,930
"199900","Utuhina","Utuhina","total",285,1056,267,990
"200000","Pomare","Pomare","0",84,84,84,84
"200000","Pomare","Pomare","1",243,735,246,459
"200000","Pomare","Pomare","total",327,819,330,543
"200100","Rotorua Central","Rotorua Central","0",15,15,21,21
"200100","Rotorua Central","Rotorua Central","1",36,315,18,351
"200100","Rotorua Central","Rotorua Central","total",54,333,36,369
"200200","Hillcrest (Rotorua District)","Hillcrest (Rotorua District)","0",84,84,120,120
"200200","Hillcrest (Rotorua District)","Hillcrest (Rotorua District)","1",330,501,267,543
"200200","Hillcrest (Rotorua District)","Hillcrest (Rotorua District)","total",417,588,387,663
"200300","Victoria","Victoria","0",27,27,45,45
"200300","Victoria","Victoria","1",216,486,228,471
"200300","Victoria","Victoria","total",246,516,273,519
"200401","Waiohewa","Waiohewa","0",21,21,30,30
"200401","Waiohewa","Waiohewa","1",189,111,189,147
"200401","Waiohewa","Waiohewa","total",210,129,219,177
"200500","Glenholme North","Glenholme North","0",99,99,132,132
"200500","Glenholme North","Glenholme North","1",252,498,291,480
"200500","Glenholme North","Glenholme North","total",348,597,420,612
"200600","Springfield South","Springfield South","0",126,126,141,141
"200600","Springfield South","Springfield South","1",285,339,255,318
"200600","Springfield South","Springfield South","total",411,465,399,459
"200700","Springfield North","Springfield North","0",30,30,60,60
"200700","Springfield North","Springfield North","1",282,-999,309,-999
"200700","Springfield North","Springfield North","total",312,30,369,60
"200800","Glenholme South","Glenholme South","0",27,27,42,42
"200800","Glenholme South","Glenholme South","1",309,33,300,51
"200800","Glenholme South","Glenholme South","total",333,60,339,90
"200900","Ōwhata West","Owhata West","0",60,60,72,72
"200900","Ōwhata West","Owhata West","1",546,63,567,72
"200900","Ōwhata West","Owhata West","total",606,126,639,144
"201001","Holdens Bay-Rotokawa","Holdens Bay-Rotokawa","0",39,39,63,63
"201001","Holdens Bay-Rotokawa","Holdens Bay-Rotokawa","1",168,114,207,153
"201001","Holdens Bay-Rotokawa","Holdens Bay-Rotokawa","total",207,153,270,219
"201100","Ngapuna","Ngapuna","0",-999,-999,-999,-999
"201100","Ngapuna","Ngapuna","1",33,9,48,30
"201100","Ngapuna","Ngapuna","total",36,9,54,33
"201200","Fenton Park","Fenton Park","0",15,15,27,27
"201200","Fenton Park","Fenton Park","1",180,18,192,27
"201200","Fenton Park","Fenton Park","total",195,33,219,54
"201300","Tihiotonga-Whakarewarewa","Tihiotonga-Whakarewarewa","0",24,24,30,30
"201300","Tihiotonga-Whakarewarewa","Tihiotonga-Whakarewarewa","1",84,882,111,777
"201300","Tihiotonga-Whakarewarewa","Tihiotonga-Whakarewarewa","total",108,903,141,804
"201401","Ōwhata East","Owhata East","0",225,225,243,243
"201401","Ōwhata East","Owhata East","1",315,738,324,801
"201401","Ōwhata East","Owhata East","total",540,963,567,1044
"201501","Lynmore","Lynmore","0",333,333,282,282
"201501","Lynmore","Lynmore","1",438,273,468,291
"201501","Lynmore","Lynmore","total",771,603,750,573
"201600","Ngakuru","Ngakuru","0",153,153,201,201
"201600","Ngakuru","Ngakuru","1",186,42,213,39
"201600","Ngakuru","Ngakuru","total",339,198,411,237
"201700","Kaingaroa-Whakarewarewa","Kaingaroa-Whakarewarewa","0",96,96,96,96
"201700","Kaingaroa-Whakarewarewa","Kaingaroa-Whakarewarewa","1",216,30,228,30
"201700","Kaingaroa-Whakarewarewa","Kaingaroa-Whakarewarewa","total",312,123,324,126
"201800","Golden Springs","Golden Springs","0",270,270,222,222
"201800","Golden Springs","Golden Springs","1",93,126,117,108
"201800","Golden Springs","Golden Springs","total",363,396,342,330
"201900","Manawahe","Manawahe","0",9,9,18,18
"201900","Manawahe","Manawahe","1",111,-999,162,-999
"201900","Manawahe","Manawahe","total",120,9,180,18
"202000","Matatā-Otakiri","Matata-Otakiri","0",66,66,78,78
"202000","Matatā-Otakiri","Matata-Otakiri","1",240,27,225,54
"202000","Matatā-Otakiri","Matata-Otakiri","total",303,90,303,132
"202100","Onepu Spring","Onepu Spring","0",48,48,45,45
"202100","Onepu Spring","Onepu Spring","1",135,96,144,84
"202100","Onepu Spring","Onepu Spring","total",183,147,192,129
"202200","Edgecumbe","Edgecumbe","0",168,168,150,150
"202200","Edgecumbe","Edgecumbe","1",129,204,195,180
"202200","Edgecumbe","Edgecumbe","total",300,375,345,330
"202300","Thornton-Awakeri","Thornton-Awakeri","0",141,141,159,159
"202300","Thornton-Awakeri","Thornton-Awakeri","1",225,261,267,267
"202300","Thornton-Awakeri","Thornton-Awakeri","total",366,402,426,426
"202400","Te Teko Lakes","Te Teko Lakes","0",69,69,78,78
"202400","Te Teko Lakes","Te Teko Lakes","1",189,27,147,54
"202400","Te Teko Lakes","Te Teko Lakes","total",258,93,228,132
"202500","Coastlands","Coastlands","0",72,72,114,114
"202500","Coastlands","Coastlands","1",246,180,342,255
"202500","Coastlands","Coastlands","total",318,252,453,369
"202600","Whakatāne West","Whakatane West","0",147,147,213,213
"202600","Whakatāne West","Whakatane West","1",408,363,462,444
"202600","Whakatāne West","Whakatane West","total",558,510,675,657
"202700","Whakatāne Central","Whakatane Central","0",186,186,210,210
"202700","Whakatāne Central","Whakatane Central","1",285,474,309,525
"202700","Whakatāne Central","Whakatane Central","total",471,657,519,732
"202800","Trident","Trident","0",150,150,156,156
"202800","Trident","Trident","1",327,855,351,744
"202800","Trident","Trident","total",480,1005,507,900
"202900","Allandale","Allandale","0",162,162,174,174
"202900","Allandale","Allandale","1",216,942,234,1098
"202900","Allandale","Allandale","total",381,1104,408,1275
"203000","Mokorua Bush","Mokorua Bush","0",24,24,33,33
"203000","Mokorua Bush","Mokorua Bush","1",249,-999,210,-999
"203000","Mokorua Bush","Mokorua Bush","total",273,24,246,33
"203100","Wainui","Wainui","0",48,48,54,54
"203100","Wainui","Wainui","1",195,63,168,75
"203100","Wainui","Wainui","total",240,111,222,129
"203200","Ōhope","Ohope","0",171,171,195,195
"203200","Ōhope","Ohope","1",330,84,282,72
"203200","Ōhope","Ohope","total",504,255,477,267
"203400","Galatea","Galatea","0",159,159,174,174
"203400","Galatea","Galatea","1",87,21,78,36
"203400","Galatea","Galatea","total",246,180,255,213
"203500","Waingarara-Waimana","Waingarara-Waimana","0",117,117,156,156
"203500","Waingarara-Waimana","Waingarara-Waimana","1",216,57,204,66
"203500","Waingarara-Waimana","Waingarara-Waimana","total",336,177,357,219
"203600","Murupara","Murupara","0",162,162,108,108
"203600","Murupara","Murupara","1",51,42,78,33
"203600","Murupara","Murupara","total",213,207,186,144
"203700","Monika Reserve","Monika Reserve","0",144,144,129,129
"203700","Monika Reserve","Monika Reserve","1",372,27,321,63
"203700","Monika Reserve","Monika Reserve","total",519,174,450,192
"203800","Kawerau Industrial","Kawerau Industrial","0",-999,-999,-999,-999
"203800","Kawerau Industrial","Kawerau Industrial","1",-999,-999,12,24
"203800","Kawerau Industrial","Kawerau Industrial","total",-999,-999,15,27
"203901","Kawerau Central","Kawerau Central","0",177,177,168,168
"203901","Kawerau Central","Kawerau Central","1",180,225,207,183
"203901","Kawerau Central","Kawerau Central","total",360,405,375,348
"203902","Tarawera Park","Tarawera Park","0",75,75,45,45
"203902","Tarawera Park","Tarawera Park","1",99,150,141,123
"203902","Tarawera Park","Tarawera Park","total",174,222,186,165
"204101","Waiotahe","Waiotahe","0",51,51,84,84
"204101","Waiotahe","Waiotahe","1",114,75,105,96
"204101","Waiotahe","Waiotahe","total",168,132,186,180
"204200","Cape Runaway","Cape Runaway","0",96,96,240,240
"204200","Cape Runaway","Cape Runaway","1",75,33,57,12
"204200","Cape Runaway","Cape Runaway","total",174,129,297,252
"204301","Woodlands","Woodlands","0",18,18,18,18
"204301","Woodlands","Woodlands","1",150,6,138,-999
"204301","Woodlands","Woodlands","total",168,21,156,18
"204400","Ōpōtiki","Opotiki","0",363,363,318,318
"204400","Ōpōtiki","Opotiki","1",153,288,162,258
"204400","Ōpōtiki","Opotiki","total",513,651,480,576
"204500","Ōtara-Tirohanga","Otara-Tirohanga","0",15,15,57,57
"204500","Ōtara-Tirohanga","Otara-Tirohanga","1",111,21,144,48
"204500","Ōtara-Tirohanga","Otara-Tirohanga","total",126,39,198,105
"204600","Oponae","Oponae","0",6,6,9,9
"204600","Oponae","Oponae","1",27,39,36,36
"204600","Oponae","Oponae","total",33,45,45,45
"204700","East Cape","East Cape","0",162,162,201,201
"204700","East Cape","East Cape","1",39,9,45,21
"204700","East Cape","East Cape","total",204,171,243,222
"204800","Waipaoa","Waipaoa","0",129,129,186,186
"204800","Waipaoa","Waipaoa","1",180,21,186,42
"204800","Waipaoa","Waipaoa","total",309,147,372,225
"204900","Ruatōria-Raukumara","Ruatoria-Raukumara","0",165,165,246,246
"204900","Ruatōria-Raukumara","Ruatoria-Raukumara","1",42,57,48,78
"204900","Ruatōria-Raukumara","Ruatoria-Raukumara","total",204,219,294,321
"205000","Tokomaru","Tokomaru","0",48,48,78,78
"205000","Tokomaru","Tokomaru","1",63,21,72,21
"205000","Tokomaru","Tokomaru","total",111,69,150,99
"205100","Hangaroa","Hangaroa","0",78,78,114,114
"205100","Hangaroa","Hangaroa","1",153,6,204,18
"205100","Hangaroa","Hangaroa","total",231,87,315,132
"205201","Wharekaka","Wharekaka","0",180,180,246,246
"205201","Wharekaka","Wharekaka","1",129,63,135,81
"205201","Wharekaka","Wharekaka","total",309,243,381,327
"205300","Te Arai","Te Arai","0",30,30,51,51
"205300","Te Arai","Te Arai","1",138,66,168,108
"205300","Te Arai","Te Arai","total",168,93,222,159
"205401","Hexton","Hexton","0",168,168,144,144
"205401","Hexton","Hexton","1",426,111,447,132
"205401","Hexton","Hexton","total",594,279,591,276
"205500","Lytton","Lytton","0",18,18,18,18
"205500","Lytton","Lytton","1",120,18,135,24
"205500","Lytton","Lytton","total",135,36,153,42
"205601","Makaraka-Awapuni","Makaraka-Awapuni","0",39,39,57,57
"205601","Makaraka-Awapuni","Makaraka-Awapuni","1",111,252,120,279
"205601","Makaraka-Awapuni","Makaraka-Awapuni","total",150,291,177,339
"205700","Riverdale","Riverdale","0",33,33,75,75
"205700","Riverdale","Riverdale","1",189,630,168,816
