"SA22023_V1_00","SA22023_V1_00_NAME","SA22023_V1_00_NAME_ASCII","leave_SA2","ur_address_18","edu_address_18","ur_address_23","edu_address_23"
"205700","Riverdale","Riverdale","total",222,663,240,888
"205800","Te Hapara North","Te Hapara North","0",168,168,156,156
"205800","Te Hapara North","Te Hapara North","1",222,1272,270,1218
"205800","Te Hapara North","Te Hapara North","total",390,1437,426,1374
"205900","Mangapapa North","Mangapapa North","0",18,18,30,30
"205900","Mangapapa North","Mangapapa North","1",252,9,261,15
"205900","Mangapapa North","Mangapapa North","total",270,27,291,45
"206000","Elgin","Elgin","0",63,63,78,78
"206000","Elgin","Elgin","1",333,57,372,192
"206000","Elgin","Elgin","total",396,120,447,270
"206100","Te Hapara South","Te Hapara South","0",36,36,69,69
"206100","Te Hapara South","Te Hapara South","1",315,84,399,111
"206100","Te Hapara South","Te Hapara South","total",354,123,468,180
"206200","Mangapapa East","Mangapapa East","0",75,75,60,60
"206200","Mangapapa East","Mangapapa East","1",144,405,183,348
"206200","Mangapapa East","Mangapapa East","total",219,483,243,411
"206300","Mangapapa South","Mangapapa South","0",30,30,42,42
"206300","Mangapapa South","Mangapapa South","1",276,-999,354,-999
"206300","Mangapapa South","Mangapapa South","total",309,30,396,42
"206400","Te Hapara East","Te Hapara East","0",63,63,81,81
"206400","Te Hapara East","Te Hapara East","1",246,540,282,684
"206400","Te Hapara East","Te Hapara East","total",309,603,363,765
"206500","Centennial Crescent","Centennial Crescent","0",27,27,75,75
"206500","Centennial Crescent","Centennial Crescent","1",186,378,219,513
"206500","Centennial Crescent","Centennial Crescent","total",216,408,294,588
"206601","Whataupoko East","Whataupoko East","0",39,39,42,42
"206601","Whataupoko East","Whataupoko East","1",327,-999,378,-999
"206601","Whataupoko East","Whataupoko East","total",363,39,420,42
"206700","Whataupoko West","Whataupoko West","0",129,129,108,108
"206700","Whataupoko West","Whataupoko West","1",252,213,309,246
"206700","Whataupoko West","Whataupoko West","total",381,342,417,354
"206801","Gisborne Central","Gisborne Central","0",12,12,6,6
"206801","Gisborne Central","Gisborne Central","1",24,897,15,726
"206801","Gisborne Central","Gisborne Central","total",36,909,21,732
"206900","Kaiti North","Kaiti North","0",108,108,117,117
"206900","Kaiti North","Kaiti North","1",324,384,306,405
"206900","Kaiti North","Kaiti North","total",432,492,426,525
"207000","Kaiti South","Kaiti South","0",105,105,150,150
"207000","Kaiti South","Kaiti South","1",381,147,468,273
"207000","Kaiti South","Kaiti South","total",492,255,618,423
"207100","Outer Kaiti","Outer Kaiti","0",57,57,123,123
"207100","Outer Kaiti","Outer Kaiti","1",405,39,447,60
"207100","Outer Kaiti","Outer Kaiti","total",465,96,570,183
"207200","Tamarau","Tamarau","0",24,24,57,57
"207200","Tamarau","Tamarau","1",369,9,522,24
"207200","Tamarau","Tamarau","total",396,33,579,81
"207301","Wainui-Okitu","Wainui-Okitu","0",159,159,192,192
"207301","Wainui-Okitu","Wainui-Okitu","1",231,72,249,51
"207301","Wainui-Okitu","Wainui-Okitu","total",390,231,441,240
"207400","Maungataniwha-Raupunga","Maungataniwha-Raupunga","0",84,84,78,78
"207400","Maungataniwha-Raupunga","Maungataniwha-Raupunga","1",114,-999,78,18
"207400","Maungataniwha-Raupunga","Maungataniwha-Raupunga","total",198,84,153,96
"207600","Frasertown-Ruakituri","Frasertown-Ruakituri","0",78,78,63,63
"207600","Frasertown-Ruakituri","Frasertown-Ruakituri","1",81,42,63,42
"207600","Frasertown-Ruakituri","Frasertown-Ruakituri","total",156,120,123,102
"207700","Whakaki","Whakaki","0",12,12,27,27
"207700","Whakaki","Whakaki","1",93,15,66,15
"207700","Whakaki","Whakaki","total",105,30,96,42
"207800","Wairoa","Wairoa","0",537,537,552,552
"207800","Wairoa","Wairoa","1",105,234,87,198
"207800","Wairoa","Wairoa","total",645,774,642,750
"207900","Mahia","Mahia","0",78,78,90,90
"207900","Mahia","Mahia","1",60,21,54,30
"207900","Mahia","Mahia","total",138,102,147,123
"208001","Puketitiri-Tutira","Puketitiri-Tutira","0",114,114,123,123
"208001","Puketitiri-Tutira","Puketitiri-Tutira","1",147,9,168,9
"208001","Puketitiri-Tutira","Puketitiri-Tutira","total",264,126,291,132
"208100","Sherenden-Crownthorpe","Sherenden-Crownthorpe","0",126,126,93,93
"208100","Sherenden-Crownthorpe","Sherenden-Crownthorpe","1",117,15,147,12
"208100","Sherenden-Crownthorpe","Sherenden-Crownthorpe","total",240,144,237,105
"208200","Maraekakaho","Maraekakaho","0",150,150,141,141
"208200","Maraekakaho","Maraekakaho","1",150,24,168,15
"208200","Maraekakaho","Maraekakaho","total",300,177,309,156
"208301","Puketapu-Eskdale","Puketapu-Eskdale","0",171,171,132,132
"208301","Puketapu-Eskdale","Puketapu-Eskdale","1",306,153,285,156
"208301","Puketapu-Eskdale","Puketapu-Eskdale","total",480,324,420,288
"208401","Omahu-Pakowhai","Omahu-Pakowhai","0",33,33,45,45
"208401","Omahu-Pakowhai","Omahu-Pakowhai","1",243,33,144,30
"208401","Omahu-Pakowhai","Omahu-Pakowhai","total",276,66,189,72
"208500","Bridge Pa","Bridge Pa","0",45,45,60,60
"208500","Bridge Pa","Bridge Pa","1",93,72,108,270
"208500","Bridge Pa","Bridge Pa","total",138,117,165,330
"208601","Twyford","Twyford","0",30,30,42,42
"208601","Twyford","Twyford","1",66,99,51,87
"208601","Twyford","Twyford","total",96,129,90,126
"208700","Poukawa","Poukawa","0",60,60,60,60
"208700","Poukawa","Poukawa","1",216,36,231,42
"208700","Poukawa","Poukawa","total",279,99,291,102
"208800","Flaxmere West","Flaxmere West","0",48,48,93,93
"208800","Flaxmere West","Flaxmere West","1",291,36,438,60
"208800","Flaxmere West","Flaxmere West","total",336,84,534,156
"208901","Omahu Strip","Omahu Strip","0",-999,-999,-999,-999
"208901","Omahu Strip","Omahu Strip","1",45,15,39,36
"208901","Omahu Strip","Omahu Strip","total",45,15,45,42
"209000","Lochain Park","Lochain Park","0",42,42,60,60
"209000","Lochain Park","Lochain Park","1",414,18,420,27
"209000","Lochain Park","Lochain Park","total",459,63,477,87
"209100","Flaxmere Park","Flaxmere Park","0",144,144,135,135
"209100","Flaxmere Park","Flaxmere Park","1",291,345,348,366
"209100","Flaxmere Park","Flaxmere Park","total",438,495,483,501
"209201","Flaxmere South","Flaxmere South","0",123,123,132,132
"209201","Flaxmere South","Flaxmere South","1",309,144,276,180
"209201","Flaxmere South","Flaxmere South","total",432,270,405,309
"209301","Irongate","Irongate","0",-999,-999,-999,-999
"209301","Irongate","Irongate","1",54,-999,36,-999
"209301","Irongate","Irongate","total",54,-999,39,6
"209401","Frimley","Frimley","0",270,270,279,279
"209401","Frimley","Frimley","1",252,1206,447,1011
"209401","Frimley","Frimley","total",522,1476,726,1290
"209500","Camberley","Camberley","0",99,99,96,96
"209500","Camberley","Camberley","1",213,189,219,222
"209500","Camberley","Camberley","total",312,288,315,318
"209601","Clive","Clive","0",120,120,111,111
"209601","Clive","Clive","1",228,102,210,114
"209601","Clive","Clive","total",348,225,321,225
"209700","St Leonards","St Leonards","0",51,51,63,63
"209700","St Leonards","St Leonards","1",378,54,330,78
"209700","St Leonards","St Leonards","total",429,102,393,141
"209800","Mahora","Mahora","0",171,171,168,168
"209800","Mahora","Mahora","1",294,411,309,444
"209800","Mahora","Mahora","total",468,582,474,609
"209901","Raureka","Raureka","0",141,141,171,171
"209901","Raureka","Raureka","1",318,213,306,222
"209901","Raureka","Raureka","total",456,351,477,390
"210000","Cornwall Park","Cornwall Park","0",63,63,75,75
"210000","Cornwall Park","Cornwall Park","1",453,45,396,30
"210000","Cornwall Park","Cornwall Park","total",513,102,471,105
"210100","Tomoana","Tomoana","0",-999,-999,6,6
"210100","Tomoana","Tomoana","1",36,-999,72,9
"210100","Tomoana","Tomoana","total",39,-999,81,15
"210201","Longlands-Pukahu","Longlands-Pukahu","0",27,27,42,42
"210201","Longlands-Pukahu","Longlands-Pukahu","1",291,24,273,18
"210201","Longlands-Pukahu","Longlands-Pukahu","total",318,51,312,57
"210300","Raceway Park","Raceway Park","0",24,24,42,42
"210300","Raceway Park","Raceway Park","1",234,18,249,12
"210300","Raceway Park","Raceway Park","total",255,42,291,54
"210400","Karamu","Karamu","0",33,33,39,39
"210400","Karamu","Karamu","1",213,18,186,15
"210400","Karamu","Karamu","total",243,48,225,57
"210500","Hastings Central","Hastings Central","0",9,9,21,21
"210500","Hastings Central","Hastings Central","1",36,762,45,825
"210500","Hastings Central","Hastings Central","total",45,774,66,846
"210600","Tomoana Crossing","Tomoana Crossing","0",39,39,45,45
"210600","Tomoana Crossing","Tomoana Crossing","1",453,30,417,36
"210600","Tomoana Crossing","Tomoana Crossing","total",489,69,462,84
"210700","Akina Park","Akina Park","0",117,117,114,114
"210700","Akina Park","Akina Park","1",219,885,192,1032
"210700","Akina Park","Akina Park","total",333,999,306,1146
"210800","Queens Square","Queens Square","0",36,36,63,63
"210800","Queens Square","Queens Square","1",270,66,246,129
"210800","Queens Square","Queens Square","total",306,102,309,192
"210900","Mayfair","Mayfair","0",201,201,195,195
"210900","Mayfair","Mayfair","1",276,1002,276,996
"210900","Mayfair","Mayfair","total",474,1203,474,1191
"211000","Parkhaven","Parkhaven","0",78,78,96,96
"211000","Parkhaven","Parkhaven","1",504,234,411,264
"211000","Parkhaven","Parkhaven","total",582,309,507,360
"211100","Parkvale","Parkvale","0",99,99,114,114
"211100","Parkvale","Parkvale","1",234,339,228,225
"211100","Parkvale","Parkvale","total",330,438,339,336
"211201","Mangateretere","Mangateretere","0",60,60,51,51
"211201","Mangateretere","Mangateretere","1",210,147,207,129
"211201","Mangateretere","Mangateretere","total",267,207,258,180
"211301","Haumoana","Haumoana","0",24,24,33,33
"211301","Haumoana","Haumoana","1",189,-999,156,-999
"211301","Haumoana","Haumoana","total",213,24,192,33
"211302","Te Awanga","Te Awanga","0",9,9,15,15
"211302","Te Awanga","Te Awanga","1",99,-999,75,-999
"211302","Te Awanga","Te Awanga","total",108,9,90,15
"211401","Lucknow","Lucknow","0",84,84,135,135
"211401","Lucknow","Lucknow","1",198,147,213,180
"211401","Lucknow","Lucknow","total",279,231,348,318
"211500","Karanema-St Hill","Karanema-St Hill","0",186,186,162,162
"211500","Karanema-St Hill","Karanema-St Hill","1",90,1659,111,1704
"211500","Karanema-St Hill","Karanema-St Hill","total",282,1845,273,1866
"211600","Havelock North-Central","Havelock North-Central","0",27,27,21,21
"211600","Havelock North-Central","Havelock North-Central","1",24,528,33,501
"211600","Havelock North-Central","Havelock North-Central","total",51,555,54,519
"211701","Brookvale","Brookvale","0",27,27,57,57
"211701","Brookvale","Brookvale","1",456,15,498,18
"211701","Brookvale","Brookvale","total",483,42,555,78
"211800","Iona","Iona","0",174,174,108,108
"211800","Iona","Iona","1",465,138,462,228
"211800","Iona","Iona","total",636,312,570,333
"211900","Hereworth","Hereworth","0",72,72,90,90
"211900","Hereworth","Hereworth","1",525,186,570,219
"211900","Hereworth","Hereworth","total",594,258,660,309
"212000","Te Mata Hills","Te Mata Hills","0",12,12,15,15
"212000","Te Mata Hills","Te Mata Hills","1",219,-999,201,-999
"212000","Te Mata Hills","Te Mata Hills","total",231,12,216,18
"212100","Havelock Hills","Havelock Hills","0",51,51,72,72
"212100","Havelock Hills","Havelock Hills","1",240,261,243,243
"212100","Havelock Hills","Havelock Hills","total",288,315,315,315
"212201","Kahuranaki","Kahuranaki","0",21,21,39,39
"212201","Kahuranaki","Kahuranaki","1",231,-999,228,-999
"212201","Kahuranaki","Kahuranaki","total",255,21,267,39
"212301","Bay View (Napier City)","Bay View (Napier City)","0",174,174,150,150
"212301","Bay View (Napier City)","Bay View (Napier City)","1",210,99,201,123
"212301","Bay View (Napier City)","Bay View (Napier City)","total",384,276,351,276
"212400","Poraiti Hills","Poraiti Hills","0",39,39,42,42
"212400","Poraiti Hills","Poraiti Hills","1",111,-999,144,36
"212400","Poraiti Hills","Poraiti Hills","total",150,42,186,78
"212500","Poraiti Flat","Poraiti Flat","0",15,15,21,21
"212500","Poraiti Flat","Poraiti Flat","1",192,-999,201,-999
"212500","Poraiti Flat","Poraiti Flat","total",204,15,225,21
"212600","Westshore","Westshore","0",51,51,30,30
"212600","Westshore","Westshore","1",105,60,120,39
"212600","Westshore","Westshore","total",156,111,150,69
"212800","Onekawa West","Onekawa West","0",-999,-999,-999,-999
"212800","Onekawa West","Onekawa West","1",12,75,9,153
"212800","Onekawa West","Onekawa West","total",15,81,15,159
"212900","Ahuriri","Ahuriri","0",18,18,36,36
"212900","Ahuriri","Ahuriri","1",78,183,69,228
"212900","Ahuriri","Ahuriri","total",99,207,102,261
"213000","Taradale West","Taradale West","0",132,132,120,120
"213000","Taradale West","Taradale West","1",306,282,267,267
"213000","Taradale West","Taradale West","total",441,414,387,390
"213100","Greenmeadows West","Greenmeadows West","0",18,18,24,24
"213100","Greenmeadows West","Greenmeadows West","1",249,-999,222,-999
"213100","Greenmeadows West","Greenmeadows West","total",267,18,243,24
"213200","Taradale South","Taradale South","0",87,87,81,81
"213200","Taradale South","Taradale South","1",378,1650,360,675
"213200","Taradale South","Taradale South","total",468,1737,441,759
"213300","Bluff Hill","Bluff Hill","0",138,138,132,132
"213300","Bluff Hill","Bluff Hill","1",306,960,315,954
"213300","Bluff Hill","Bluff Hill","total",444,1098,444,1086
"213400","Hospital Hill","Hospital Hill","0",141,141,153,153
"213400","Hospital Hill","Hospital Hill","1",348,153,318,135
"213400","Hospital Hill","Hospital Hill","total",489,294,471,285
"213500","Tamatea West","Tamatea West","0",30,30,39,39
"213500","Tamatea West","Tamatea West","1",330,30,282,33
"213500","Tamatea West","Tamatea West","total",363,63,321,72
"213600","Tamatea North","Tamatea North","0",57,57,69,69
"213600","Tamatea North","Tamatea North","1",252,63,237,30
"213600","Tamatea North","Tamatea North","total",312,123,303,96
"213700","Taradale Central","Taradale Central","0",69,69,72,72
"213700","Taradale Central","Taradale Central","1",348,183,357,153
"213700","Taradale Central","Taradale Central","total",417,249,429,225
"213800","Tamatea East","Tamatea East","0",105,105,138,138
"213800","Tamatea East","Tamatea East","1",189,576,159,627
"213800","Tamatea East","Tamatea East","total",291,678,297,762
"213900","Marewa West","Marewa West","0",33,33,51,51
"213900","Marewa West","Marewa West","1",243,-999,237,6
"213900","Marewa West","Marewa West","total",273,36,288,57
"214000","Greenmeadows Central","Greenmeadows Central","0",30,30,30,30
"214000","Greenmeadows Central","Greenmeadows Central","1",231,57,180,63
"214000","Greenmeadows Central","Greenmeadows Central","total",261,87,213,96
"214100","Onekawa Central","Onekawa Central","0",93,93,102,102
"214100","Onekawa Central","Onekawa Central","1",174,489,180,477
"214100","Onekawa Central","Onekawa Central","total",267,582,282,579
"214200","Pirimai West","Pirimai West","0",27,27,27,27
"214200","Pirimai West","Pirimai West","1",240,-999,261,-999
"214200","Pirimai West","Pirimai West","total",267,27,291,30
"214300","Napier Central","Napier Central","0",9,9,12,12
"214300","Napier Central","Napier Central","1",45,60,24,63
"214300","Napier Central","Napier Central","total",51,69,36,75
"214400","Greenmeadows South","Greenmeadows South","0",33,33,45,45
"214400","Greenmeadows South","Greenmeadows South","1",303,96,330,105
"214400","Greenmeadows South","Greenmeadows South","total",336,129,375,153
"214500","Nelson Park","Nelson Park","0",165,165,186,186
"214500","Nelson Park","Nelson Park","1",240,423,210,417
"214500","Nelson Park","Nelson Park","total",408,588,396,600
"214600","Bledisloe Park","Bledisloe Park","0",138,138,141,141
"214600","Bledisloe Park","Bledisloe Park","1",324,687,327,633
"214600","Bledisloe Park","Bledisloe Park","total",462,822,468,774
"214700","Pirimai East","Pirimai East","0",30,30,51,51
"214700","Pirimai East","Pirimai East","1",357,21,414,33
"214700","Pirimai East","Pirimai East","total",387,51,465,81
"214800","Onekawa East","Onekawa East","0",45,45,54,54
"214800","Onekawa East","Onekawa East","1",216,315,231,384
"214800","Onekawa East","Onekawa East","total",264,357,285,438
"214900","Tareha Reserve","Tareha Reserve","0",285,285,297,297
"214900","Tareha Reserve","Tareha Reserve","1",291,1359,291,1317
"214900","Tareha Reserve","Tareha Reserve","total",579,1644,588,1617
"215000","Marewa East","Marewa East","0",102,102,126,126
"215000","Marewa East","Marewa East","1",396,84,393,105
"215000","Marewa East","Marewa East","total",501,189,522,228
"215101","Onekawa South","Onekawa South","0",72,72,117,117
"215101","Onekawa South","Onekawa South","1",465,75,453,114
"215101","Onekawa South","Onekawa South","total",537,144,570,231
"215200","McLean Park","McLean Park","0",135,135,132,132
"215200","McLean Park","McLean Park","1",339,981,252,951
"215200","McLean Park","McLean Park","total",477,1116,384,1083
"215300","Maraenui","Maraenui","0",111,111,150,150
"215300","Maraenui","Maraenui","1",390,186,459,438
"215300","Maraenui","Maraenui","total",501,300,609,588
"215401","Meeanee-Awatoto","Meeanee-Awatoto","0",60,60,78,78
"215401","Meeanee-Awatoto","Meeanee-Awatoto","1",384,48,423,54
